id,start,end,text,label
17c731a993d740618c24972aa446a191,5916,6066,In absence of any chemical test so also any document to prove that the S I can be regarded as expert it is not safe to rely on the testimony of P W2 ,ANALYSIS
7c98448db97f4e5d8720229615141f3a,6067,6193,In view of the above discussion the allegation that the seized article is nothing but fermented mahua wash comes under cloud ,ANALYSIS
b134bdc685864731a53ba38d2419d13b,6194,6342,Hence it can be safely concluded that prosecution has failed to prove that the seized article is fermented mahua wash beyond all reasonable doubts ,ANALYSIS
ddfec7e947da483d9ff01d6366efa668,6343,6534,08 In the present case after analyzing the evidence on record I find it fair enough to acquit the accused on the ground that prosecution has miserably failed to prove the occurrence itself ,RATIO
65e2ec8fb8db40cfad33e8a6e402df29,6536,6711,In the result I hold the accused not guilty of offence u s 47 f of Bihar and Orissa Excise Act and he is acquitted therefrom as per the provision of section 248 1 of Cr P C ,RPC
f78a16c1f34a450d9e9d0214578f6c1f,6712,6823,The accused be set at liberty forthwith and be discharged from his bail bond so far as this case is concerned ,RPC
1bfec358ada744dd895f96264f9220ff,6825,6997,9 The seized articles be destroyed after four months of expiry of the appeal period in case of no appeal and in case of any appeal as per the order of the Appellate Court ,RPC
67ffd27d2bcd496ba6e62b8a25629d08,6999,7059,Enter this case as mistake of fact for statistical purpose ,RPC
179110a06914460289e99a346c87a1e8,7061,7095,CivilJudge cum J M F C Rourkela ,NONE
87084e8160424a01a560a8e13c97e623,7095,7289, Transcript is typed out to my dictation corrected by me and judgment is pronounced in the open court in presence of the accused under my signature and seal on this the 01st day of June 2017 ,NONE
6370b223cf1f435a9b2ba01bf1c882f5,7289,7326, Civil Judge cum J M F C Rourkela ,NONE
18f476903dab4a7ea8fb84b0a77faf1a,7328,7470,LIST OF WITNESSES EXAMINED FOR THE PROSECUTION P W 1 Baikuntha Patel P W 2 Md Zamir Hussain LIST OF WITNESSES EXAMINED FOR THE DEFENCE ,NONE
4688b64abb084b02b11cf03d869dd945,7471,7662,Nil LIST OF EXHIBITS MARKED ON BEHALF OF THE PROSECUTION Ext 1 Seizure list Ext 1 1 Signature of P W 1 P W 1 2 Signature of P W 2 LIST OF EXHIBITS MARKED ON BEHALF OF THE DEFENCE Nil ,NONE
952d8aedf613427cbf275caea79133c6,7662,7712, LIST OF M O MARKED ON BEHALF OF THE PROSECUTION ,NONE
f6ac0260abb943a18ebe8949266f1726,7712,7767, N i l LIST OF M O MARKED ON BEHALF OF THE DEFENCE ,NONE
88680b421592497384a65dd81d5488b7,7767,7814, N i l 6 Civil Judge cum J M F C Rourkela ,NONE
faa6a27b4e9448499c83181d31febb8f,0,95,PETITIONER SARDAR SINGH ETC ETC Vs RESPONDENT STATE DELHI ADMINISTRATION DELHI ,PREAMBLE
0c2247e1ea9e45349a7adf53583bc5bf,95,123, DATE OF JUDGMENT23 02 1993,PREAMBLE
7eb9d2f907de4fd38476528e15520398,123,172, BENCH KULDIP SINGH J BENCH KULDIP SINGH J ,PREAMBLE
1b5078d3711c4453884bfeecd9b4052c,172,186, MOHAN S J ,PREAMBLE
16a98842632f4b07973daac17be78f0f,188,692,CITATION 1993 AIR 1696 1993 SCR 2 65 1993 SCC Supl 2 393 JT 1993 4 534 1993 SCALE 1 681 ACT Indian Evidence Act 1872 Section 3 Indian Penal Code 1860 Sections 302 34 and 201 34 Murder Causing the evidence of the Commission of the offence to disappear Conviction based on circumstantial evidence Validity of HEADNOTE The appellant A 1 his wife A 2 and his brother s wife A 3 were prosecuted under Sections 302 34 and 201 34 of the Indian Penal Code ,PREAMBLE
e135e82c974c4d2395a72e48406e99f1,693,1352,Ile entire case was based on the circumstantial evidence a the deceased had illicit relations with A 2 and A 3 b the deceased was last seen on the night when he went to sleep in his house and thereafter his dead body was found buried in the house of A 1 3 during interrogation A 1 made a disclosure statement and consequently lead the police party to his sitting room where he pointed out a spot covered by a cot and thereafter he dug the floor and the dead body of the deceased was recovered from a five feet deep pit and 4 recovery of doe woodcutter from his possession bearing the same human blood group as that of the deceased ,PREAMBLE
ac4db303c8124918ba533c1200ea54ca,1353,1567,Relying upon these circumstances the trial court convicted A 1 and A 2 on both the counts and sentenced them to imprisonment for life on the first count and for five years on the second count but acquitted A 3 ,PREAMBLE
9a2ca57233834663b7d2255bd9b9cf41,1568,1611, Me High Court dismissed the appeal of A 1 ,PREAMBLE
36b5a4d0a26448f999c30590f5c2753d,1611,2129, However it acquitted A 2 on the ground that there was no evidence to connect her with the commission of the murder but maintained her conviction and sentence under sections 201 34 on the ground that she being the inmate of the house was in the know of the fact that the dead body was burried in the house with a view to causing the disappearance of evidence and she must have been necessarily involved in the process of digging a grave of five feet deep the filling of the grave and erasing the traces etc ,PREAMBLE
ab32ac7c412b48f4897b3ba733ecc940,2130,2177,Both the accused filed appeals in this Courts ,PREAMBLE
8190ed4b7c52471bb3711c7a2904392f,2177,2267, Dismissing the appeal of A 1 and allowing the appeal of A 2 this Court HELD 1 ,PREAMBLE
8aa807b87b3e42abab4f6bfb331479e1,2268,2418,The chain of circumstances relied upon by the prosecution and accepted by the Courts below leaves no manner of doubt that A 1 committed the murder ,PREAMBLE
0fecaacbbfd04caca3b06f8321093a86,2419,2469,Accordingly his conviction and sentence is upheld ,PREAMBLE
a3ce671724e5442587f8b6e0ee7baaf1,2470,2476, 68B ,PREAMBLE
304e155b105c492aa0d92274b0ff38de,2476,2670,2 There is not an iota of evidence on the record not even a whisper to the effect that it was A 2 who helped in concealing or causing the evidence of the commission of the offence to disappear ,PREAMBLE
2a7dd18f760540f493c4056c7661a207,2671,2842,Simply because she is the wife of A 1 and as such is supposed to be living in the same house It cannot be assumed that she was guilty of the offence under section 201 34 ,PREAMBLE
4835caf7b215487992ae08918a9180b8,2843,2918,A 1 may or may not have taken help of his wife in concealing the dead body ,PREAMBLE
7fa92368a5ff42c49bd1cd05e46045b5,2919,3010,Her being wife of A 1 by itself is not sufficient to prove the charge under section 201 34 ,PREAMBLE
bddc884f82fd4ebab9f67a73d90846bc,3010,3055, She is accordingly acquitted of that charge ,PREAMBLE
2bf018c2d56b4ab7859dca36f6080baa,3055,3079, 68H 69A B JUDGMENT ,PREAMBLE
4a441b6f90d44919b83f297402b33322,3079,3145, CRIMINAL APPELLATE JURISDICTION Criminal Appeal No 645 of 1989 ,NONE
468005c9b0454a059eaec81f957a8e2c,3146,3332,From the Judgment and Order dated 17 3 89 of the Delhi High Court in Criminal Appeal No 270 85 AND Criminal Appeal No 534 of 1989 A P Mohanty and S K Sabharwal for the Appellants ,NONE
eba4c821dc684697ba661e37e1b15296,3333,3411,K Lahri V C Mahajan Mrs Indra Sawhney and B K Prasad for the Respondent ,NONE
eeaff57ec48a4db396de2a9341a89b33,3411,3471, The Judgment of the Court was delivered by KULDIP SINGH J ,NONE
8eadf8e5bd0d4910933f085e97d890a9,3471,3639, Sardar Singh his wife Saraswati and his brother s wife Savitri were charged under Sections 302 34 and 201 34 Indian Penal Code IPC for the murder of one Charanjit ,FAC
19e8cb4d2bb64bfdbb535078648c2465,3640,3823,The trial Court convicted Sardar Singh and his wife Saraswati on both the counts and sentenced them to imprisonment for life on the first count and for five years on the second count ,RLC
1fdbacdec3fb4500b067c68c288b4b26,3824,3883,Accused Savitri was however acquitted by the trial Court ,RLC
0e0b0a80014043ae85a80d5f32298955,3884,3942,The High Court dismissed the appeal filed by Sardar Singh ,RLC
5f67e1871a934d7aa5b2659ddc9dcc12,3943,4098,Saraswati was acquitted of the charge under Sections 302 34 IPC but her conviction and sentence Under Section 201 34 IPC was maintained by the High Court ,RLC
1793def538f144f0aa29f5d4ababa6c3,4099,4190,These two appeals are by Sardar Singh and Saraswati against the judgment of the High Court ,FAC
fd9543bed4b54eb18598ac38e2ea5c8c,4190,4252, Sardar Singh appellant and one Tara Chand are real brothers ,FAC
b9d2c6fdd2f8420f8adbf5d3e4fff84d,4253,4302,Both the them were residing in village Jhatikara ,FAC
8356051b43d449b7bbf3578484089418,4302,4340, They were living in adjoining houses ,FAC
1058e4140e3c4593aa6f8db6434cb034,4341,4407,Deceased Charanjit was living in a house adjacent to their houses ,FAC
62645fdf577a442dbde523f4be81b684,4408,4496,Charanjit s wife had died about ten years ago and he was living in the house by himself ,FAC
bfef4dff118c431bac0a1df6a880da22,4497,4613,Deceased Charanjit had developed illicit relation with Savitri wife of Tara Chand and also with appellant Saraswati ,FAC
c1cd8e65e720491dae57a9b806214db9,4614,4801,The prosecution case in a nut shell is that deceased Charanjit was having illicit relations with both Saraswati and Savitri and used to visit them during night for the last so many years ,FAC
44d34c7d0d96492883b2af269b1cf272,4802,4909,On March 31 1983 the deceased had gone to sleep in his house in the evening and did not appear thereafter ,FAC
62734867994c4199b4d1b5bb3f942704,4910,5052,On April 4 1983 Lakhmi Chand brother of the deceased lodged report with the police expressing suspicion against the appellants and Savitri ,FAC
a58ba137841f4c7385a194ad049ae4b7,5053,5261,It is alleged that during the course of interrogation Sardar Singh appellant made a disclosure statement and consequently led the policy party to his sitting room where he pointed out a spot covered by a cot ,FAC
db7bff90183d43fd913917901962a731,5262,5378,Sardar Singh thereafter dug the floor and the dead body of the deceased was recovered from a five feet deep grave ,FAC
57f06811dfd3444eb54bcea6fa2b26ea,5379,5548,Thereafter at the pointing out of the appellant Sardar Singh the police also seized doe wood cutter and knife contained in a canvas bag hanging in the adjacent room ,FAC
dd32e16223f24e159b2d6ead9c037873,5549,5620,The dead body was tied with a rope and was wrapped in three gunny bags ,FAC
84d0a3e107ef4ca78b5a9389c4f5f7c0,5621,5705,The recovered knife had no blood stained while the doe was found stained with blood ,FAC
f8f5775a77fc4d9b92a5782ff6d192f9,5705,5836, On examination by the Serologist the blood stains on the doe were found to be human and of the same group as that of the deceased ,FAC
f5a94f0ca70a495993e9377f1f694ae2,5837,5908,The entire case of the prosecution is based on circumstantial evidence ,ANALYSIS
a11b5fcda9744e1889f6cbb15e86c6e8,5909,6089,The circumstances relied upon by the prosecution are as under 1 The deceased had illicit relations with Saraswati and Savitri wife and brother s wife of appellant Sardar Singh ,ANALYSIS
b5caef04237441eaa2daf58dc775265c,6089,6258, 2 The deceased was last seen on the night of March 31 1983 when he went to sleep in his house and thereafter his dead body was found buried in the appellants house ,ANALYSIS
9f5cd66a33af4a0c88157afdd09b941c,6258,6437, 3 Sardar Singh appellant on interrogation made a disclosure statement leading to the recovery of the dead body from a five feet deep pit in the sitting room of the appellants ,ANALYSIS
d73b433e6b0e4405b9f8b364da76d0c5,6437,6569, 4 Recovery of doe from the possession of the appellant which wasfound to bear the same human blood group as that of the deceased ,ANALYSIS
4de091694aa14b52a2824d7c431dec0a,6569,6682, Relying upon the above mentioned circumstances the trial Court and the High Court have convicted the appellants ,ANALYSIS
175e8fa6614b4f95ab3074f22df891f9,6683,6900,So far as appellant Sardar Singh is concerned the chain of circumstances relied upon by the prosecution and accepted by the courts below leaves no manner of doubt that it was he who committed the murder of Charanjit ,ANALYSIS
8b8decc629d9490587f376fd938f2b8c,6901,6988,We have been taken through the judgments of the trial Court and that of the High Court ,ANALYSIS
2d67353bba9e41778e9426f1ee45baf4,6989,7053,We agree with the reasoning and the conclusions reached therein ,ANALYSIS
fb0c82b43eef43b5aac6f7c10fd0d226,7054,7154,We therefore uphold the conviction and sentenced of appellant Sardar Singh and dismiss his appeal ,RPC
d45ba45e634842f096e0d1fd4496aae0,7154,7344, So far as appellant Saraswati is concerned the High Court dealt with her case in the following manner Before we part with this order there is one more fact which needs our consideration ,ANALYSIS
5582fc1ea87c4697b893472621258918,7345,7456,In this case the disclosure that led to the recovery of the dead body has been made by Sardar Singh appellant ,ANALYSIS
adef710fa63845a4b847ba04133eca60,7457,7749,There is no evidence direct or indirect to connect the appellant Saraswati with the commission of murder though it can safely be said that she being the inmate of the house was in know of the fact that the dead body was buried in the house with a view to cause the disappearance of evidence ,ANALYSIS
fe95d5668603451a83612f519a2bd928,7750,7991,In our view the process of digging a grave of 5 feet deep and of the size of the deceased in length the filling of the grave and then erasing the traces of the same is a long process and she must have been necessarily involved in the same ,ANALYSIS
ecf5d2b5e7114acca4716e2bbe5d7e4f,7992,8218,since in our view there is no evidence to connect her with the commission of murder we acquit the appellant Saraswati of the charge under Section 302 34 IPC but maintain her conviction and sentence under Section 201 34 IPC ,ANALYSIS
ae98f68ff9c34da88d5b0fe96f8dc2b2,8218,8419, We are of the view that the reasoning adopted by the High Court in acquitting Saraswati of the charge under Section 302 34 IPC is equally applicable to the charge against her under Section 201 34 IPC ,ANALYSIS
2752ee29b0914fd18bced22c20a79c0d,8420,8801,It may be correct that the process of digging a grave of five feet deep the filling of the grave and then erasing the traces etc may not have been done by Sardar Singh alone but there is not an iota of evidence on the record not even a whisper to the effect that it was Saraswati who helped him in concealing or causing the evidence of the commission of the offence to disappear ,ANALYSIS
b87f8829704c4de0980b448dd70391a3,8802,9017,Simply because she is the wife of appellant Sardar Singh and as such is supposed to be living in the same house it cannot be assumed that she was guilty of the offence under Section 201 34 of the Indian Penal Code ,ANALYSIS
5357f775dc09416787bfcccd7860bc55,9018,9121,According to the Prosecution Saraswati was having illicit relation with the deceased for several years ,ANALYSIS
67ce3a9ede8d4c92954a321053d3dbb6,9121,9199, Sardar Singh may or may not have taken her help in concealing the dead body ,RATIO
2a841d0fb24d43a08688dffaffffec7c,9200,9316,Her being wife of Sardar Singh by itself is not sufficient to prove the charge under Section 201 34 IPC against her ,RATIO
397643806e224c86a2111d4f4508038c,9317,9454,We therefore give benefit of doubt to Saraswati allow her appeal and acquit her of the charge under Section 201 34 Indian Penal Code ,RPC
8bbdc3d7545a4871a345ecd128c6f9ba,9455,9478,She is already on bail ,RPC
4805add6cf6246e1a6960d0bb2e0f676,9479,9508,Her bail bonds are cancelled ,RPC
499b830c20094e328f5deb5234a86331,9508,9559, T N A Crl A No 645 89 dismissed ,RPC
35bd4454ee1b49a48250d118208f7382,9559,9596, Criminal Appeal No 534 89 allowed ,RPC
a73a4056efd7497f8b940ba199abc5c2,0,49, IN THE HIGH COURT OF JUDICATURE AT BOMBAY,PREAMBLE
7da726c52ecc46048bc01f0d66f38e2b,49,108, NAGPUR BENCH NAGPUR ,PREAMBLE
f310f4a703de4a0095804b1890dfa65c,108,144,Criminal Application No 1173 of 2010,PREAMBLE
dd28970af590478c9559da4cf015aaec,144,201, Vilas s o Rambhau Majrikar Applicant ,PREAMBLE
9e7a8e8cfb4643acaa59659c06dd9461,201,323, aged 53 years Occ service Deputy Regional Transport Officer r o Plot No 202 Balkrishna Apartment Laxmi Nagar Nagpur,PREAMBLE
50484184619e4712ac7fa2cd97d6c9c5,323,365, Versus ,PREAMBLE
498fb8db14454b5492c978f4609f0a7e,365,384, Non applicant ,PREAMBLE
5ca263bbc3bb4805812c6c18a231266d,384,406, State of Maharashtra ,PREAMBLE
03c181bf73684c4caff02180c21d4855,406,467, through Police Station Officer Umrer Police Station Umrer ,PREAMBLE
e807306d170241118e7f735f9056f2c6,467,484, District Nagpur ,PREAMBLE
e07e4d0dd8b94f9c92719fe59a63b5fe,484,537, Shri A S Mardikar Sr Advocate as Amicus Curiae ,PREAMBLE
a2eb92ac7f314e1ea937af790e4150d2,537,590, Assisted by Shri R S Parsodkar Adv for applicant ,PREAMBLE
29c46bf02e54465cb079b42704e02586,590,627, Shri S V Manohar Advocate General ,PREAMBLE
6d5038b2df0743278e85f434bc6eed95,627,675, Smt B H Dangre Public Prosecutor for State ,PREAMBLE
86dc74bc1ba4460b88a1f3a5e2f2d927,735,762,With ,PREAMBLE
1f1a87af4dfd4de5aae52995e184181e,762,798,Criminal Application No 1249 of 2010,PREAMBLE
06e71d8978e942b7b0495e74e8eadb82,800,840,Ramesh s o Rambhauji Majrikar ,PREAMBLE
6d40b47684fe486fb05b2fad25e2287e,840,855, Applicant ,PREAMBLE
9429f2ffa4b44cb084ca6c0d74cb1215,855,1022, aged 59 years Occ service Chief Executive Officer Hingoli Zilla Parishad Hingoli r o Hingoli Versus State of Maharashtra ,PREAMBLE
74a9154962b648da9356f077473a0794,1022,1041, Non applicant ,PREAMBLE
55b561f697a2472687caf5464aff5de1,1042,1173,through Police Station Officer Umrer Police Station Umrer District Nagpur Shri A S Mardikar Sr Advocate as Amicus Curiae ,PREAMBLE
c21f59e508b34f8ba5f52c670cc51839,1173,1226, Assisted by Shri R S Parsodkar Adv for applicant ,PREAMBLE
a42df74359b3448cb4451b09872a18af,1226,1263, Shri S V Manohar Advocate General ,PREAMBLE
a0f45f9a0e0f45f4b02bd72c394fe263,1263,1506, Smt B H Dangre Public Prosecutor for State With Criminal Application No 1944 of 2010 Manohar Bhaurao Majrikar Applicant ,PREAMBLE
46ac5be0b7014f998efcbc022c6d5244,1506,1534, aged 50 years Occ service ,PREAMBLE
f4a6d7ae05c4422297726d419b51fcd5,1535,1583, Non applicant ,PREAMBLE
64254826aa78472498102aac535ee594,1583,1754, r o MSTCL Nashik permanent resident of Umer District Nagpur Versus State of Maharashtra through Police Station Officer Umrer Police Station Umrer District Nagpur ,PREAMBLE
a5db9fc3d3a947e8883f496498579f64,1754,1807, Shri A S Mardikar Sr Advocate as Amicus Curiae ,PREAMBLE
c221917ee24c40b39d2d9b767a341320,1807,1860, Assisted by Shri R S Parsodkar Adv for applicant ,PREAMBLE
16a8ffcb1e754c10b148d5a95a5844d9,1860,1897, Shri S V Manohar Advocate General ,PREAMBLE
ac42538689514f8599811283b0275ad4,1897,1945, Smt B H Dangre Public Prosecutor for State ,PREAMBLE
8b342ba3d3464494bda0cd397097fbcb,1981,2494,With Criminal Application APL No 4 of 2014 Khushal s o Gomaji Neware Applicant aged 39 years Occ Gramsevak Grampanchayat Rangi P S Dhanora District Gadchiroli 3 Amendment carried out as per Courts order Versus dated 11022014 1 State of Maharashtra Non applicants ,PREAMBLE
590548a817f542d5be04e45aae87942e,2499,2565,through Police Station Officer Kurkheda District Gadchiroli ,PREAMBLE
7dc50567975543f7a2de4c0e5c4b043a,2567,2631,2 Joint Commissioner Vice Chairman Scheduled Tribes ,PREAMBLE
b4cceac4a09e4232bf4cd902c6b73134,2631,2642,Certificate,PREAMBLE
dc59c754983641d08248562a8cf08f24,2643,2661,Scrutiny Committee,PREAMBLE
7e62a71d48d6406282116ee4450039e9,2661,2677, Gadchiroli,PREAMBLE
29d8f4f94ab943d1ab8adf5aa3e4a418,2677,2735, 3 Sunil s o Dayaram Uikey Vigilance Officer ,PREAMBLE
d5f09483989b4d91a5cf7879ebb9a869,2735,2799,Scheduled Tribes Certificate Scrutiny Committee Gadchiroli ,PREAMBLE
e91231cb00dd45b5a28962991940db02,2801,2852, Shri A S Mardikar Sr Advocate as Amicus Curiae ,PREAMBLE
555f712c03ec41b4897c132680117e87,2852,2905, Assisted by Shri R S Parsodkar Adv for applicant ,PREAMBLE
8b04c22743214ecd8ef29d66e76b5f6b,2905,2942, Shri S V Manohar Advocate General ,PREAMBLE
76c0819390224c94862a8b8f6142b24b,2942,3439, Smt B H Dangre Public Prosecutor for State With Criminal Application APL No 42 of 2014 Jitendra Wasudeo Kadhikhaye Applicant aged 36 years Occ Service as Gramsevak r o Tilak Nagar Brahmapuri District Chandrapur Versus 1 State of Maharashtra through Police Station Brahmapuri District Chandrapur 4 ,PREAMBLE
8ddde31d1e184e02ac42c537965aed4f,3440,3455,Non applicants ,PREAMBLE
e2743e4f45654c3baf2624eaf2e70977,3457,3556,2 Scheduled Tribe Certificate Scrutiny Committee Gadchiroli through its Vice Chairman ,PREAMBLE
ae9e895b4b7b4557a73f1a8dd149d980,3558,3602, Shri Amit Balpande Advocate for applicant ,PREAMBLE
475568ac9b024caf96a2e9cbf0498a8b,3602,3656, Smt S S Jachak Addl Public Prosecutor for State ,PREAMBLE
9581439b105b418fb15929173dc6288b,3671,3800,CORAM A B CHAUDHARI P N DESHMUKH JJ Date of reserving the judgment 24 04 2015 ,PREAMBLE
e9105bca3c914b8e9c7926e696ca5b0c,3814,3903,Date of pronouncing the judgment 22 06 2015 J U D G M E N T Per A B Chaudhari J ,PREAMBLE
7233e850808b407aa5a9a2e0b6cda301,3904,3977,1 Rule in Criminal Application APL No 42 of 2014 2 ,NONE
59ec9e5208534450acc9a2eeff0b473f,3977,4106,All these applications were heard together since common questions of law are involved and are disposed of by the common judgment ,NONE
8194899f73c245db85b1c638c2e39449,4108,4700,3 By order dated 09012015 prima faice we found that sub section 2 of Section 11 of the Maharashtra Scheduled Castes Scheduled Tribes DeNotified Tribes Vimukta Jatis Nomadic Tribes Other Backward Classes and Special Backward Category Regulation of Issuance and Verification of Caste Certificate Act 2000 for short the Act of 2000 does not contemplate filing of case by the Police Officer in accordance with Chapter XII of the Code of Criminal Procedure but contemplates the filing of a complaint case in accordance with Chapter XV of the Code of Criminal Procedure ,FAC
a017dae04aa3437eb670e4404b9faa94,4701,4999,Thereafter these applications were heard from time to time and looking to the important issues involved and the filing of number of F I Rs in the Police Station and the chargesheets in the Court i e the police cases this Court had heard the learned Advocate General for the State of Maharashtra ,FAC
299fb4bbe15b487c9f03c4acb5d4b3f7,5001,5306,4 The facts in all these cases are almost identical and in nutshell are stated as under All these applicants claimed to be belonging to Scheduled Tribe on the basis of certificates in their favour which were issued to them admittedly before 23052001 i e the date when the Act of 2000 came into force ,FAC
2b19add6496a4fb9ae2954cba6f31936,5307,5600,The Scheduled Tribes Caste Scrutiny Committee had verified the caste claim of all these applicants and came to the conclusion that in all these cases the applicants or the candidates before the Committee had failed to establish the affinity and the ethnic linkage with Halba Scheduled Tribe ,FAC
a67df4c4ad7b4552a3c34a88d8cf0e5b,5601,5850,By making an order after adjudication the Committee then in its order itself made a reference to Section 10 1 of the Act of 2000 by which the benefits enjoyed or taken by virtue of the appointment in the Scheduled Tribes category can be withdrawn ,FAC
dda91f0035934b8daf6719984c13e5ad,5851,5966,The Committee then referred to Sections 11 1 a 11 1 b and Section 11 2 of the Act of 2000 in its final order ,FAC
31183099c8eb4c52b523f418fe776370,5967,6015,Para no 36 of this order reads as under 36 ,FAC
8318acf5753e44bf9de1210517ed3789,6015,6133,Therefore the Scrutiny Committee vide the powers vested in it under section 11 2 of the Maharashtra Scheduled Castes ,FAC
c205ed026de54928a20467e4c563e831,6134,6638,Scheduled Tribes DeNotified Tribes Vimukta Jatis Nomadic Tribes Other Backward Classes and Special Backward Category Regulation of Issuance and Verification of Caste Certificate Act 2000 Maharashtra Act No XXIII of 2001 hereby authorises Shri N Z Kumre the Deputy Superintendent of Police of the Police Vigilance Cell Scheduled Tribe Certification Scrutiny Committee Nagpur to lodge a complaint in the form of F I R with the concern Police Station against Shri Vilas Rambhauji Majrikar ,FAC
09fb26dc4741449297e16cb3621064eb,6638,6938, 5 The Committee thereafter went ahead and referred to Section 13 1 of the said Act and found that the competent authority issuing caste certificate dated 28051984 in case of applicant Vilas Rambhauji Majrikar was also required to be prosecuted after obtaining sanction from the State Government ,FAC
7d90e57d66d34950aaf17c466edd96a7,6939,7017,We quote para no 37 of the said order in that context which reads thus 37 ,FAC
e572df2efba840d6a8023adcb0cc5829,7019,7488,According to Section 13 1 of the Maharashtra Scheduled Castes Scheduled Tribes DeNotified Tribes Vimukta Jatis Nomadic Tribes Other Backward Classes and Special Backward Category Regulation of Issuance and Verification of Caste Certificate Act 2000 Maharashtra Act No XXIII of 2001 any person or authority performing the function of Competent Authority under this Act who intentionally issues a false Caste Certificate shall on conviction be punished ,FAC
72a9279c9a8545159aff7fb61e214a5f,7489,7762,According to Rule 4 9 of the Maharashtra Scheduled Tribes Regulation of Issuance of Verification of Certificate Rules 2003 the competent authority should have conducted the enquiry in respect of elderly blood relation and forefathers pertaining to school land record ,FAC
f1a7fbd61e4546e39730526c599f5863,7763,8124,But in the present case the Competent Authority did not do so and therefore the Scrutiny Committee decides to grant hearing to the Caste Certificate issuing Executive Magistrate Umred Distt Nagpur and then obtain the sanction of the State Government in the Revenue Department to file a complaint against the said Executive Magistrate Umred Distt Nagpur ,FAC
de622706564440ea817ca581dffbd634,8124,8134, 6 ,ISSUE
17dea023b70d483794d8d59b1f63182f,8134,8189,As earlier stated similar are the facts in other cases ,ISSUE
145206a2e5c940e5b3e0e30cbe19caaa,8190,8457,After hearing the learned Counsel for the rival parties and the learned Advocate General we framed the following two questions on 09012015 in the light of the above facts and in view of submissions made before us in order to concentrate on the legal issues involved ,ISSUE
e270639ed87d494fb568fad5529c064f,8457,9562, Two questions 1 In the wake of Section 11 2 read with Section 12 of the Maharashtra Scheduled Castes Scheduled Tribes De Notified Tribes Vimukta Jatis Nomadic Tribes Other Backward Classes and Special Backward Category Regulation of Issuance and Verification of Caste Certificate Act 2000 whether the Police Station Officer acting under Section 154 of the Code of Criminal Procedure can register an offence under Section 12 of the Act when Section 11 2 contemplates filing of a private complaint by Scrutiny Committee or its authorised officer 2 Whether a caste certificate obtained before 23rd May 2001 i e prior to coming into force of Maharashtra Scheduled Castes Scheduled Tribes DeNotified Tribes Vimukta Jatis Nomadic Tribes Other Backward Classes and Special Backward Category Regulation of Issuance and Verification of Caste Certificate Act 2000 if found to be false or obtained by any other fraudulent means could attract the offence under Section 11 or under Section 13 of the Act which makes issuance of false caste certificate punishable ,ISSUE
707e6327ebbc4c0dbb18838c130d4f72,9562,9576, Arguments 7 ,NONE
c4944f71809d44a8addae779db638d18,9576,9862, In support of the applications Shri R S Parsodkar the learned Counsel for the applicants submitted that the caste certificates in favour of the applicants in all these cases were issued by the competent authority admittedly before 23052001 i e when the Act of 2000 came into force ,ARG_PETITIONER
5c731bc56769480d91a4fc700d0b31be,9863,10222,When the caste certificates were issued the provisions regarding law as to the criminal offences under Sections 10 1 11 12 or 13 did not exist because the Act of 2000 itself came into force with effect from 23052001 and therefore no criminal offences could be alleged either against the applicants or the competent authority issuing the caste certificates ,ARG_PETITIONER
6d9d35c5f4fc479f90dba2e2461ab8d2,10223,10569,Shri R S Parsodkar the learned Counsel then argued that the practice adopted by the Scrutiny Committee after invalidating the claim of the candidates for Scheduled Tribes is to direct its officer to file F I R with the Police Station under the above provisions of the Act of 2000 merely because the caste claim is not proved by the candidates ,ARG_PETITIONER
90e8d40b632f463e91f5974f33572c26,10569,10955, According to him failure to prove the caste claim for want of evidence or for any other reason would not automatically constitute offence under the Act of 2000 and in these cases the Committee has not recorded any finding about obtaining any false certificate or by fraudulent means nor that the competent authority issuing certificate did so fraudulently or with criminal intention ,ARG_PETITIONER
beb30527f1ea455da950605e616456ba,10956,11243,Shri R S Parsodkar the learned Counsel then argued that at any rate the caste certificate issued by the competent authority before coming into force of the Act of 2000 even if it is found to be wrong Section 13 is not attracted as the said section cannot have retrospective operation ,ARG_PETITIONER
3ddadb44398f42499097ec84cffdd5c6,11244,11482,The learned Counsel for the applicants then argued that though the offences have been made nonbailable and cognizable but looking to the language of Section 11 2 what is contemplated is a private complaint case and not the police case ,ARG_PETITIONER
dd08e182f52b48fd852e942166db12a1,11483,11596,The Counsel for the applicants therefore prayed for quashing of F I R and the criminal cases filed against them ,ARG_PETITIONER
770c9d6bfec44ef58aee75b2f021ca3a,11596,11741, 8 Per contra Shri Sunil V Manohar the learned Advocate General with Smt B H Dangre the learned Public Prosecutor addressed this Court ,NONE
e6f5fefba75c42a89f893a05f45b0c34,11742,11973,In fairness the learned Advocate General referred to Article 20 1 of the Constitution of India so also a English decision in the case of Noss Farm Products Limited vs Lilico decided on June 7 1945 reported at K B D Vol 2 609 ,ARG_RESPONDENT
6f8ebc938a01410dbc39d83d203085a6,11974,12136,Shri S V Manohar the learned Advocate General thus stated the legal position that Act providing for the offences punishable do not have retrospective operation ,ARG_RESPONDENT
73f04bfaa0dd475b87540082a6290529,12137,12283,He also pointed out that the offences under Section 11 of the said Act have been made cognizable and nonbailable by putting an nonabstante clause ,ARG_RESPONDENT
